folder_a,folder_b,unique_a,unique_b,common,ratio_min,jaccard,files_a,files_b
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/08. Układy asynchroniczne/Lab8,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/8_UKL_ASYNCHRONICZNE/LAB8,4,6,4,1.0000,0.6667,4,6
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/UC laborki/5,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/UC laborki/5,5,4,4,1.0000,0.8000,5,4
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych/Matematyka Dyskretna,SEM2/MD_Matematyka_Dyskretna/kolokwia/kol_02,133,4,4,1.0000,0.0301,141,4
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/2024peim,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/laboratoria/elektronika/02,24,4,4,1.0000,0.1667,24,4
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/2024peim/elektronika-kolos,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/egzamin,4,10,4,1.0000,0.4000,4,10
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/przykladowe projekty/stare (nie wszystkie działają)/zestaw 2/Projekt cpp/Project1,5,4,4,1.0000,0.8000,5,4
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Systemy Operacyjne/2024so,Paczki Infa/2 SEM/(SO) Systemy Operacyjne/Egzaminy,15,4,4,1.0000,0.2667,15,4
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/AKO - grupa/Ćwiczenia/Zadania z ćwiczeń,Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Ćwiczenia/2017 i wcześniej/Zadania,4,63,4,1.0000,0.0635,4,80
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/4-Prolog,Paczki Infa/3 SEM/(JP) Języki Programowania/Projekty/4-Prolog,9,4,4,1.0000,0.4444,9,4
Paczki Infa/3 SEM/(GK) Grafika Komputerowa/Laby/L1,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Grafika Komputerowa/Laby/L1,4,5,4,1.0000,0.8000,4,5
Paczki Infa/4 SEM,Paczki Infa/4 SEM - broken,4412,4,4,1.0000,0.0009,6636,4
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Projekt/Projekty (stare)/Projekt 1/Przykład 3 (2017)/SumaSzereguPotegowego,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Projekt/Projekty (stare)/Projekt 1/Przykład 3 (2017)/SumaSzereguPotegowego,4,16,4,1.0000,0.2500,4,16
Paczki Infa/4 SEM/(MPwI) Metody Probabilistyczne w Informatyce/Stara Paczka/Egzamin/Zaliczenie_2020,Paczki Infa/4 SEM/(MPwI) Metody Probabilistyczne w Informatyce/Wykłady/Egzamin,4,10,4,1.0000,0.4000,4,10
Paczki Infa/4 SEM/(PR) Przetwarzanie Rozproszone/Laby/Matuszek/Lab01/Przykładowe rozwiązanie,Paczki Infa/4 SEM/(PR) Przetwarzanie Rozproszone/Laby/Matuszek/Lab02/Przykładowe rozwiązanie,4,5,4,1.0000,0.8000,4,5
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run1139488697/web-files,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Przetwarzanie Rozproszone/Laby/Przykład 2 (2016)/setlersi/dist/run114774900/web-files,9,4,4,1.0000,0.4444,9,4
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/ADIS,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały 2 (zgrane 2016-05-04 z komp. laboratoryjnego)/instrukcje,4,5,4,1.0000,0.8000,4,5
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw3/include,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/headers,4,6,4,1.0000,0.6667,4,6
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC,4,130,4,1.0000,0.0308,4,198
I semestr 2024_2025/Basics of Computer Programming/Exam/2014,Paczka I sem. 22_23/Podstawy Programowania/Egzaminy,3,29,3,1.0000,0.1034,4,29
I semestr 2024_2025/Basics of Computer Programming/Exam/2014,Paczka I sem./Podstawy Programowania/Egzaminy,3,26,3,1.0000,0.1154,4,26
I semestr 2024_2025/Basics of Computer Programming/Exam/2014,Paczki INFA/Paczka 1 sem. 23_24/(PP) Podstawy Programowania/Egzamin/kolo 2014,3,4,3,1.0000,0.7500,4,4
III semestr 2024_2025/Databases/Exams/infa,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Egzamin/Modelowanie,23,3,3,1.0000,0.1304,23,3
III semestr 2024_2025/Software Engineering/Informatics materials/Slajdy/UML,III semestr 2024_2025/Software Engineering/Lectures/wykład 2019,3,10,3,1.0000,0.3000,3,10
Paczka I sem. 22_23/Analiza Matematyczna/Kolokwia,Paczki INFA/Paczka 1 sem. 23_24/(AM) Analiza Matematyczna/Kolokwia,3,8,3,1.0000,0.3750,3,8
Paczka II sem. 21_22/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne/notatki,187,3,3,1.0000,0.0160,199,3
Paczka II sem. 21_22/Algorytmy i Struktury Danych/2020/Projekty,SEM2/AiSD_Algorytmy_i_Struktury_Danych/projekt,3,84,3,1.0000,0.0357,3,85
Paczka II sem. 21_22/Algorytmy i Struktury Danych/materiały,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne/artykuły,8,3,3,1.0000,0.3750,8,3
Paczka II sem. 21_22/Algorytmy i Struktury Danych/materiały,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne/książki,8,3,3,1.0000,0.3750,8,3
Paczka II sem. 21_22/Jezyk Angielski/podreczniki/IntelligentBusinessAdvanced,Paczki INFA/Paczka 2 sem. 23_24/Jezyk Angielski/podreczniki/IntelligentBusinessAdvanced,66,3,3,1.0000,0.0455,66,3
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/opracowania,226,3,3,1.0000,0.0133,232,3
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/1C/cw1c,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/1C/cw1c,5,3,3,1.0000,0.6000,5,3
Paczka II sem. 21_22/Podstawy Fizyki,SEM2/PF_Podstawy_Fizyki/opracowania,165,3,3,1.0000,0.0182,170,3
Paczka II sem. 21_22/Podstawy Fizyki/wykłady/stare,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Fizyki/wykłady/stare,11,3,3,1.0000,0.2727,11,3
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/2020/PO/laby,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/Programowanie/2020/PO/laby,5,3,3,1.0000,0.6000,5,3
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,5,3,3,1.0000,0.6000,5,3
Paczka II sem. 21_22/Programowanie Obiektowe/python/hts-cache,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/python/hts-cache,4,3,3,1.0000,0.7500,4,3
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/3,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/3,5,3,3,1.0000,0.6000,5,3
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/04.układy czasowe,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/układy czasowe,3,4,3,1.0000,0.7500,3,4
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/06. Liczniki scalone/lab 6/EW/EW/MODELS/OPAMP_9T,Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab 6/EW/EW/MODELS/OPAMP_9T,3,6,3,1.0000,0.5000,3,6
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/MEGAPAKA/lab8,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/MEGAPAKA/lab8,4,3,3,1.0000,0.7500,4,3
Paczka II sem. 21_22/Układy Cyfrowe/gotowce/UC laborki/5,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/UC laborki/5,5,3,3,1.0000,0.6000,5,3
Paczki INFA/Paczka 2 sem. 23_24/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne/notatki,331,3,3,1.0000,0.0091,350,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/2024peim,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/laboratoria/metrologia/02,24,3,3,1.0000,0.1250,24,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Algorytmy i Struktury Danych,SEM2/AiSD_Algorytmy_i_Struktury_Danych/inne/notatki,198,3,3,1.0000,0.0152,209,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Metrologia,Paczki Infa/2 SEM/(PEiM) Podstawy Elektroniki i Metrologii/Metrologia,89,3,3,1.0000,0.0337,89,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/opracowania,202,3,3,1.0000,0.0149,207,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Elektroniki i Metrologii/Metrologia,Paczki Infa/2 SEM/(PEiM) Podstawy Elektroniki i Metrologii/Metrologia,90,3,3,1.0000,0.0333,90,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Fizyki,SEM2/PF_Podstawy_Fizyki/opracowania,177,3,3,1.0000,0.0169,182,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,Paczki INFA/Paczka 2 sem. 23_24/Programowanie Obiektowe/laborki/Lab 2/Zadanie 2,4,3,3,1.0000,0.7500,4,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/Kartkówki,Paczki Infa/2 SEM/(UC) Układy Cyfrowe/Kartkówki,4,3,3,1.0000,0.7500,4,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Układy Cyfrowe/gotowce/UC laborki/5,Paczki INFA/Paczka 2 sem. 23_24/Układy Cyfrowe/gotowce/UC laborki/5,4,3,3,1.0000,0.7500,4,3
Paczki INFA/Paczka 2 sem. 23_24/Podstawy Fizyki,SEM2/PF_Podstawy_Fizyki/opracowania,176,3,3,1.0000,0.0170,181,3
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/2019/lab_5,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/2019/lab_5,3,188,3,1.0000,0.0160,3,196
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/2019/lab_5,Paczki Infa/3 SEM/Stare Paczki/Semestr 3 paczka/Architektura Komputerów/Laby/2019/lab_5,3,188,3,1.0000,0.0160,3,196
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/Gotowiec 6 (2018)+ chyba WSZYSTKIE wejściówki Cejrowskiego/ako6,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/Gotowiec 6 (2018)+ chyba WSZYSTKIE wejściówki Cejrowskiego/ako6,3,43,3,1.0000,0.0698,3,43
Paczki INFA/Paczka 3 sem. 23_24/(AKO) Architektura komputerów/stara_paka/Stara paczka/Laby/inne/kod_zadanka,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Architektura Komputerów/Laby/inne/kod_zadanka,3,3,3,1.0000,1.0000,3,5
Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Egzamin/Modelowanie,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Bazy Danych/Egzamin,3,34,3,1.0000,0.0882,3,34
Paczki INFA/Paczka 3 sem. 23_24/(FW) Fizyka współczesna/Laby/Hewelianum,Paczki Infa/3 SEM/Stare Paczki/Paczka III sem. 21_22/Fizyka Współczesna/Laby/Hewelianum,4,3,3,1.0000,0.7500,4,3
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/1-Ada/Przykład 2,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/ADA,3,12,3,1.0000,0.2500,4,13
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/1-Ada/Przykład 2,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ADA,3,13,3,1.0000,0.2308,4,14
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/2-Smalltalk/Przykład 2,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Projekty/Smalltalk,3,4,3,1.0000,0.7500,3,4
Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 1/2. Smalltalk,Paczki INFA/Paczka 3 sem. 23_24/(JPR) Języki programowania/Stara paczka/Projekt/ZESTAW 2 (2017)/Smalltalk,17,3,3,1.0000,0.1765,18,3
Paczki INFA/Paczka 3 sem. 23_24/(MII) Multimedia i Interfejsy/Laby/Lab 1,Paczki Infa/3 SEM/(MII) Multimedia i Interfejsy/Laby/Lab 1,4,3,3,1.0000,0.7500,4,3
Paczki INFA/Paczka 3 sem. 23_24/(PAA) Podstawy Analizy Algorytmów/Wykłady/Egzamin/Stare,Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów,3,151,3,1.0000,0.0199,3,159
Paczki Infa/3 SEM/(PAA) Podstawy Analizy Algorytmów/Opracowania/Notatki,Paczki Infa/3 SEM/Stare Paczki/PAAczka/wykłady,11,3,3,1.0000,0.2727,11,3
Paczki Infa/4 SEM/(MN) Metody Numeryczne/Stara Paczka/Lab/2020/Lab 3,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Metody Numeryczne/Lab/2020/Lab 3,3,4,3,1.0000,0.7500,3,4
Paczki Infa/4 SEM/(MacOS) System operacyjny MAC OS X i iOS/Wykłady,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy macOS i iOS/Kolokwia,8,3,3,1.0000,0.3750,8,3
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/2020/Olewniczak/SI_Lab4,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Sztuczna Inteligencja/Lab/2020/Olewniczak/SI_Lab4,3,5,3,1.0000,0.6000,3,5
Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/lab1,Paczki Infa/4 SEM/(SI) Sztuczna Inteligencja/Stara Paczka/Lab/Labki (Jeszcze Starsze)/labki 2014/lab1/lab1/lab1_SI_mrowki,18,3,3,1.0000,0.1667,19,3
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw3/template/cw3usart,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4/template/cw4i2c,7,3,3,1.0000,0.4286,7,3
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4/template/cw4i2c,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.3/src,3,27,3,1.0000,0.1111,3,27
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4/template/cw4i2c,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/1.4/src,3,15,3,1.0000,0.2000,3,15
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4/template/cw4i2c,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/cw3usart,3,39,3,1.0000,0.0769,3,39
Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/Materiały (zgrane 2016-03-30 z komp. laboratoryjnego)/Czesc_1_PIC18F4520/cw4/template/cw4i2c,Paczki Infa/4 SEM/Stare Paczki/Paczka IV sem/Systemy Wbudowane i Mikroprocesory/Labki/PIC/cw4i2c,3,36,3,1.0000,0.0833,3,36
I semestr 2024_2025/Hipertext _ Hipermedia/Labs 2018/Lab 1,Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 1/DlaStudentow/DlaStudentow/img,8,2,2,1.0000,0.2500,8,2
III semestr 2024_2025/Databases/Exams,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Egzamin/BD-2019-InzynieriaDanych/modelowanie,49,2,2,1.0000,0.0408,49,2
III semestr 2024_2025/Databases/Exams,Paczki INFA/Paczka 3 sem. 23_24/(BD) Bazy Danych/Wykłady/Egzamin/BD-2019-InzynieriaDanych/theory,49,2,2,1.0000,0.0408,49,2
III semestr 2024_2025/Mathematical Statistics/Exams/Tutorials,III semestr 2024_2025/Mathematical Statistics/Tutorials,2,27,2,1.0000,0.0741,2,27
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 1,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 1,11,2,2,1.0000,0.1818,11,2
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 2,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 2,6,2,2,1.0000,0.3333,6,2
Paczka I sem. 22_23/Hipertekst i Hipermedia/Laboratorium/Lab 3,Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 3,12,2,2,1.0000,0.1667,12,2
Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 1,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby/Lab1/Pliki początkowe,2,3,2,1.0000,0.6667,2,3
Paczka I sem./Hipertekst i Hipermedia/Laboratorium/Lab 2,Paczki INFA/Paczka 1 sem. 23_24/(HiH) Hipertekst i Hipermedia/Laby/Lab2/Pliki początkowe,2,3,2,1.0000,0.6667,2,3
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Lab/Tytus 2019,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/pikies/bufor_cykliczny,9,2,2,1.0000,0.2222,9,2
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Lab/Tytus 2019,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/pikies/liczba_jedynek,9,2,2,1.0000,0.2222,9,2
Paczka II sem. 21_22/Algorytmy i Struktury Danych/Lab/Tytus 2019,SEM2/AiSD_Algorytmy_i_Struktury_Danych/laboratoria/pikies/pieski,9,2,2,1.0000,0.2222,9,2
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/1B,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/1B,11,2,2,1.0000,0.1818,11,2
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/3,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/3,10,2,2,1.0000,0.2000,10,2
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/4A,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Elektronika/Laborki/4A,6,2,2,1.0000,0.3333,6,2
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Elektronika/inne materiały,SEM2/PEiM_Podstawy_Elektroniki_i_Metrologii/opracowania,2,3,2,1.0000,0.6667,2,3
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Metrologia/Laborki/sprawozdania/cw1,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Metrologia/Laborki/sprawozdania/cw1,5,2,2,1.0000,0.4000,5,2
Paczka II sem. 21_22/Podstawy Elektroniki i Metrologii/Metrologia/koło - opracowania pytań/Q_A_vol1,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Metrologia/koło - opracowania pytań/Q_A_vol1,3,2,2,1.0000,0.6667,3,2
Paczka II sem. 21_22/Podstawy Fizyki/egzamin/aktualne,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Podstawy Fizyki/egzamin/aktualne,4,2,2,1.0000,0.5000,4,2
Paczka II sem. 21_22/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Symfonia C++/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/Programowanie/Symfonia C++ - programy/Symfonia C++/Debug,3,2,2,1.0000,0.6667,3,2
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/ConsoleApplication1/Debug,3,2,2,1.0000,0.6667,3,2
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 4/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 4/Debug,3,2,2,1.0000,0.6667,3,2
Paczka II sem. 21_22/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5/Debug,Paczki INFA/Paczka 2 sem. 23_24/Podstawy Elektroniki i Metrologii/Programowanie Obiektowe/laborki/Lab 2/Zadanie 5/Debug,3,2,2,1.0000,0.6667,3,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,2,2,2,1.0000,1.0000,6,2
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/incomplete,2,3,2,1.0000,0.6667,6,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/incomplete_todo,2,3,2,1.0000,0.6667,6,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/infinite_loop,2,3,2,1.0000,0.6667,6,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/print_stderr,2,4,2,1.0000,0.5000,6,4
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/print_stdout,2,4,2,1.0000,0.5000,6,4
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/all_ok,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/timeout,2,3,2,1.0000,0.6667,6,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/incomplete,2,3,2,1.0000,0.6667,2,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/incomplete_todo,2,3,2,1.0000,0.6667,2,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/infinite_loop,2,3,2,1.0000,0.6667,2,3
Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/failures1,Paczka II sem. 21_22/Programowanie Obiektowe/przykladowe projekty/PrOb_proj3/venv/Lib/site-packages/pygame/tests/run_tests__tests/print_stderr,2,4,2,1.0000,0.5000,2,4
